S	Sl	Su
1006	942.6155763	1066.792215
1007	943.8057425	1067.936601
1008	945.0111182	1069.087272
1009	946.2361058	1070.245141
1010	947.4877546	1071.41136
1011	948.7787301	1072.587431
1012	950.1367568	1073.775364
1013	951.6577644	1074.977961
1014	953.0610719	1076.199339
1015	953.0610719	1077.445998
1016	953.0610719	1078.72936
1017	953.0610719	1080.073433
1018	953.4125617	1081.552357
1019	954.5623127	1083.166408
1020	955.7191026	1083.166408
1021	956.8840426	1083.166408
1022	958.05857	1083.24242
1023	959.2446014	1084.384741
1024	960.4447902	1085.533069
1025	961.6629989	1086.688246
1026	962.9052462	1087.851331
1027	964.1818999	1089.023686
1028	965.5139914	1090.207116
1029	966.9609418	1091.404097
1030	968.7575669	1092.618196
1031	968.7575669	1093.854883
1032	968.7575669	1095.12336
1033	968.7575669	1096.441552
1034	968.8482187	1097.855614
1035	969.9951175	1099.780491
1036	971.1486403	1099.938897
1037	972.309786	1099.938897
1038	973.4798323	1099.938897
1039	974.6604588	1100.815068
1040	975.8539493	1101.96037
1041	977.0635496	1103.112089
1042	978.294152	1104.271171
1043	979.5537744	1105.438816
1044	980.8573701	1106.616592
1045	982.2401196	1107.806613
1046	983.8587368	1109.011845
1047	984.8603769	1110.236692
1048	984.8603769	1111.488201
1049	984.8603769	1112.779037
1050	984.8603769	1114.136917
1051	985.4101328	1115.657735
1052	986.5597249	1117.061201
1053	987.7163379	1117.061201
1054	988.8810777	1117.061201
1055	990.0553744	1117.228603
1056	991.2411333	1118.370325
1057	992.4409905	1119.51798
1058	993.6587785	1120.672389
1059	994.9004606	1121.834588
1060	996.1762846	1123.005901
1061	997.5069534	1124.18808
1062	998.9503912	1125.383519
1063	1000.76813	1126.595646
1064	1000.76813	1127.829678
1065	1000.76813	1129.094299
1066	1000.76813	1130.4061
1067	1000.808628	1131.806132
1068	1001.953792	1133.531044
1069	1003.105341	1134.188254
1070	1004.26421	1134.188254
1071	1005.431589	1134.188254
1072	1006.609029	1134.76423
1073	1007.798619	1135.907377
1074	1009.003285	1137.056648
1075	1010.227359	1138.212915
1076	1011.477751	1139.377275
1077	1012.766812	1140.551149
1078	1014.121301	1141.736424
1079	1015.631071	1142.93571
1080	1017.087769	1144.152797
1081	1017.087769	1145.393563
1082	1017.087769	1146.668082
1083	1017.087769	1147.996573
1084	1017.332363	1149.434811
1085	1018.478509	1151.283814
1086	1019.63118	1151.283814
1087	1020.791348	1151.283814
1088	1021.960255	1151.283814
1089	1023.139524	1152.281798
1090	1024.331358	1153.425648
1091	1025.538865	1154.575721
1092	1026.766697	1155.732912
1093	1028.02239	1156.898353
1094	1029.319745	1158.073511
1095	1030.690085	1159.260349
1096	1032.255142	1160.461591
1097	1033.463875	1161.68122
1098	1033.463875	1162.925485
1099	1033.463875	1164.205249
1100	1033.463875	1165.542928
1101	1033.837539	1167.004516
1102	1034.983883	1168.714233
1103	1036.136783	1168.714233
1104	1037.297218	1168.714233
1105	1038.466442	1168.714233
1106	1039.646094	1169.781051
1107	1040.838402	1170.924851
1108	1042.046514	1172.074869
1109	1043.275155	1173.231999
1110	1044.532003	1174.397371
1111	1045.831197	1175.57245
1112	1047.205168	1176.759194
1113	1048.784796	1177.960321
1114	1049.934263	1179.179806
1115	1049.934263	1180.423875
1116	1049.934263	1181.703351
1117	1049.934263	1183.040527
1118	1050.324084	1184.500803
1119	1051.469832	1186.217951
1120	1052.622054	1186.217951
1121	1053.781708	1186.217951
1122	1054.950016	1186.217951
1123	1056.128576	1187.262008
1124	1057.319547	1188.405006
1125	1058.525969	1189.554114
1126	1059.752372	1190.7102
1127	1061.006057	1191.874358
1128	1062.300266	1193.047997
1129	1063.664529	1194.232998
1130	1065.20706	1195.431951
1131	1066.511914	1196.648617
1132	1066.511914	1197.888823
1133	1066.511914	1199.162524
1134	1066.511914	1200.489631
1135	1066.792215	1201.924553
1136	1067.936601	1203.794095
1137	1069.087272	1203.794095
1138	1070.245141	1203.794095
1139	1071.41136	1203.794095
1140	1072.587431	1204.724962
1141	1073.775364	1205.866441
1142	1074.977961	1207.01383
1143	1076.199339	1208.167948
1144	1077.445998	1209.329818
1145	1078.72936	1210.500756
1146	1080.073433	1211.682497
1147	1081.552357	1212.87741
1148	1083.166408	1214.088881
1149	1083.166408	1215.322052
1150	1083.166408	1216.58545
1151	1083.166408	1217.895281
1152	1083.24242	1219.291165
1153	1084.384741	1220.985684
1154	1085.533069	1221.733602
1155	1086.688246	1221.733602
1156	1087.851331	1221.733602
1157	1089.023686	1222.170454
1158	1090.207116	1223.309767
1159	1091.404097	1224.454711
1160	1092.618196	1225.606036
1161	1093.854883	1226.764679
1162	1095.12336	1227.931827
1163	1096.441552	1229.109028
1164	1097.855614	1230.298366
1165	1099.780491	1231.50276
1166	1099.938897	1232.72653
1167	1099.938897	1233.976564
1168	1099.938897	1235.265158
1169	1099.938897	1236.618906
1170	1100.815068	1238.126669
1171	1101.96037	1239.592287
1172	1103.112089	1239.592287
1173	1104.271171	1239.592287
1174	1105.438816	1239.599242
1175	1106.616592	1240.73583
1176	1107.806613	1241.87771
1177	1109.011845	1243.025557
1178	1110.236692	1244.180203
1179	1111.488201	1245.34269
1180	1112.779037	1246.514361
1181	1114.136917	1247.696991
1182	1115.657735	1248.893008
1183	1117.061201	1250.105899
1184	1117.061201	1251.340992
1185	1117.061201	1252.607189
1186	1117.061201	1253.921645
1187	1117.228603	1255.327526
1188	1118.370325	1257.107414
1189	1119.51798	1257.611942
1190	1120.672389	1257.611942
1191	1121.834588	1257.611942
1192	1123.005901	1258.145656
1193	1124.18808	1259.283979
1194	1125.383519	1260.427811
1195	1126.595646	1261.577874
1196	1127.829678	1262.735066
1197	1129.094299	1263.900522
1198	1130.4061	1265.075712
1199	1131.806132	1266.262604
1200	1133.531044	1267.463933
